datetime,mean,std
2020-01-01,229.94083333333333,19.133246938400113
2020-01-02,245.78166666666667,29.275066950009474
2020-01-03,268.49666666666667,33.523692162885105
2020-01-04,245.34458333333336,29.54421873545493
2020-01-05,233.03375000000003,21.043004995464187
2020-01-06,263.15749999999997,29.44496003969321
2020-01-07,270.1195833333333,30.088464419494525
2020-01-08,265.67041666666665,23.979528312285655
2020-01-09,255.69958333333332,27.050098525765556
2020-01-10,270.58166666666665,12.98014157712924
2020-01-11,229.19083333333333,15.819645715998512
2020-01-12,214.10125000000002,23.696738046021
2020-01-13,256.68416666666667,31.079782176600386
2020-01-14,262.94,25.76142954445488
2020-01-15,252.32375000000002,14.13404333438458
2020-01-16,258.28458333333333,17.07974645447862
2020-01-17,255.17125,30.558889166087436
2020-01-18,285.2625,15.921753849754554
2020-01-19,268.1195833333333,13.436255779943217
2020-01-20,268.5154166666667,22.77767022081946
2020-01-21,296.1816666666667,31.756588726376663
2020-01-22,291.3675,13.624782168182907
2020-01-23,280.2975,17.998860169224738
2020-01-24,264.3254166666666,16.500180757683584
2020-01-25,258.59083333333336,21.328549944935858
2020-01-26,220.525,22.20377954508998
2020-01-27,242.97458333333336,30.03442285679183
2020-01-28,249.01541666666665,22.73627765396024
2020-01-29,245.13125,20.49408553333928
2020-01-30,279.96791666666667,17.99636363732038
2020-01-31,279.1454166666667,21.157286334410472
2020-02-01,278.35125,17.635788542052786
2020-02-02,258.25875,18.79853655555226
2020-02-03,258.84083333333336,19.185037402750282
2020-02-04,281.1983333333333,31.932002438152
2020-02-05,269.3258333333333,27.358777610098752
2020-02-06,299.01375,24.225284098930903
2020-02-07,277.86791666666664,17.05593814206058
2020-02-08,260.47541666666666,9.61232857784237
2020-02-09,265.2316666666667,17.590364127695803
2020-02-10,255.04791666666665,20.74822715929299
2020-02-11,252.72333333333333,25.0803639919961
2020-02-12,235.75250000000003,24.22871315824158
2020-02-13,258.73,35.25312739749976
2020-02-14,249.80208333333334,25.247683661152426
2020-02-15,273.65375,8.68517718399522
2020-02-16,246.62041666666667,22.30908422480123
2020-02-17,233.10916666666665,16.881470911769725
2020-02-18,262.4225,27.17314775096275
2020-02-19,231.11666666666667,23.730628652268884
2020-02-20,251.1520833333333,18.140842696299515
2020-02-21,264.84125,11.688705552797542
2020-02-22,237.29958333333332,16.0748619519846
2020-02-23,233.26666666666665,12.609973508459785
2020-02-24,244.50666666666666,18.700009920170988
2020-02-25,260.4608333333333,25.12597563178941
2020-02-26,260.95458333333335,23.458659656133765
2020-02-27,222.87875,27.444386661740705
2020-02-28,237.1625,16.41920435767611
2020-02-29,245.4775,12.236317736113696
2020-03-01,239.87833333333333,19.72724394392658
2020-03-02,250.89,19.279285346668352
2020-03-03,241.74249999999998,26.513683628745696
2020-03-04,234.0625,18.25694489657352
2020-03-05,200.66833333333332,23.863855999993092
2020-03-06,238.75708333333333,22.29715725284214
2020-03-07,207.1525,19.038127933633366
2020-03-08,204.25708333333333,14.081998832665354
2020-03-09,208.74749999999997,15.728270655926769
2020-03-10,210.45541666666668,19.549301773179522
2020-03-11,198.07875,28.61405193143366
2020-03-12,222.31125,19.775980448953494
2020-03-13,221.93541666666667,17.48920933882093
2020-03-14,168.36125,20.567852356127958
2020-03-15,164.225,15.344908516876348
2020-03-16,221.50666666666666,24.026883433692156
2020-03-17,218.29541666666668,22.379014233868983
2020-03-18,210.11875,18.83293653070507
2020-03-19,230.13916666666668,18.848318784827818
2020-03-20,199.1470833333333,11.458966672878702
2020-03-21,161.24875,17.635907124633412
2020-03-22,189.1654166666667,11.683032653928253
2020-03-23,223.5220833333333,23.861200993711922
2020-03-24,217.12208333333334,7.136294239380437
2020-03-25,226.98875,18.454026852294803
2020-03-26,203.19791666666666,16.92023151737143
2020-03-27,176.7720833333333,15.831470029567745
2020-03-28,176.0845833333333,17.503808276105733
2020-03-29,193.85666666666668,17.071365210343554
2020-03-30,213.45458333333332,25.903513943120714
2020-03-31,204.01791666666668,12.453875939072022
2020-04-01,248.67208333333335,19.50708521875796
2020-04-02,264.6741666666667,15.518166609736346
2020-04-03,283.40291666666667,19.55034603922966
2020-04-04,267.64208333333335,14.23114159592225
2020-04-05,267.8066666666667,10.249219128968939
2020-04-06,249.25541666666666,14.572578769481867
2020-04-07,272.7758333333333,17.336579301697856
2020-04-08,299.70666666666665,20.39264715457546
2020-04-09,288.41833333333335,13.124632886515233
2020-04-10,264.32958333333335,16.12861067877628
2020-04-11,247.21375,14.730106942703362
2020-04-12,232.98375,14.169257540151182
2020-04-13,249.0175,24.857615445818077
2020-04-14,241.97375,25.683241162875742
2020-04-15,281.49916666666667,18.703661561231854
2020-04-16,249.66125,17.02936423345429
2020-04-17,235.53166666666667,17.39910858952679
2020-04-18,258.33875,16.32692077055028
2020-04-19,222.10875,22.426512321163642
2020-04-20,229.55416666666667,25.119247239598113
2020-04-21,246.21625000000003,14.521686874255117
2020-04-22,223.92291666666665,14.009043501211652
2020-04-23,226.09416666666667,19.497099877242995
2020-04-24,290.705,18.876624606156128
2020-04-25,264.37624999999997,15.896769103650653
2020-04-26,275.1308333333333,14.695076938617369
2020-04-27,268.59125,26.199640772927324
2020-04-28,254.3529166666667,12.805147904742006
2020-04-29,239.0270833333333,12.144203655552545
2020-04-30,223.89874999999998,18.396025637053512
2020-05-01,221.48041666666666,29.55816513090413
2020-05-02,177.97416666666666,26.04369888186537
2020-05-03,183.85458333333335,14.15357658875038
2020-05-04,209.92083333333335,17.62136004144246
2020-05-05,201.13541666666666,19.838871150206423
2020-05-06,229.515,20.941141117530996
2020-05-07,224.76958333333334,15.77809557008832
2020-05-08,214.93666666666664,17.512488628719062
2020-05-09,201.84583333333333,12.495622856813092
2020-05-10,186.45749999999998,12.984516950382968
2020-05-11,200.32208333333335,23.849599755855284
2020-05-12,190.1966666666667,15.092270024511013
2020-05-13,174.2325,14.216483161396173
2020-05-14,175.24541666666667,16.563727783313453
2020-05-15,215.37958333333333,18.167350188244814
2020-05-16,190.56166666666664,21.50784521510934
2020-05-17,192.55625,16.379945535955535
2020-05-18,211.81708333333333,29.39449615432566
2020-05-19,201.89833333333334,15.508041298872545
2020-05-20,217.89916666666667,20.843174029479975
2020-05-21,207.86958333333334,14.487991572983484
2020-05-22,209.73874999999998,23.508428518576974
2020-05-23,229.80916666666667,17.136802988500126
2020-05-24,213.75,17.42197937139726
2020-05-25,213.75541666666666,18.323862318125606
2020-05-26,245.36458333333334,32.44075991968538
2020-05-27,280.07666666666665,42.06219697653411
2020-05-28,288.465,29.940573895925734
2020-05-29,295.8229166666667,31.713180290955762
2020-05-30,344.205,16.758505432998067
2020-05-31,274.0804166666667,36.723761467755196
2020-06-01,255.63291666666666,14.311919167380141
2020-06-02,263.62166666666667,21.100491992340864
2020-06-03,289.85041666666666,27.979109672748912
2020-06-04,288.20708333333334,26.942794709817363
2020-06-05,309.13208333333336,31.52852690048319
2020-06-06,312.805,37.536505130223624
2020-06-07,280.7708333333333,25.982207443232912
2020-06-08,265.27708333333334,19.66812152104685
2020-06-09,299.14166666666665,29.96028308142033
2020-06-10,301.46708333333333,17.394916918498055
2020-06-11,288.31666666666666,12.06882641413376
2020-06-12,275.5933333333333,25.45698941636513
2020-06-13,228.36333333333334,25.799541901336944
2020-06-14,209.89499999999998,21.212023866706815
2020-06-15,240.89583333333334,27.235121652918593
2020-06-16,252.28083333333333,25.46827129495882
2020-06-17,252.0583333333333,35.05154312383863
2020-06-18,279.1479166666667,30.180226607494337
2020-06-19,302.31874999999997,33.11162245870515
2020-06-20,295.7866666666667,35.341216443554174
2020-06-21,295.90875,34.880067973669796
2020-06-22,317.9120833333333,32.975851767904935
2020-06-23,318.87916666666666,34.210221192765935
2020-06-24,325.4504166666667,25.488442816502985
2020-06-25,323.56874999999997,28.740273562659834
2020-06-26,308.51166666666666,32.00692977502201
2020-06-27,280.51416666666665,29.514031286044673
2020-06-28,286.27125,25.531951221012747
2020-06-29,291.8966666666667,20.832701439692418
2020-06-30,282.1454166666667,24.96986270080596
2020-07-01,281.9320833333333,35.58217579914766
2020-07-02,288.0975,37.86381009905622
2020-07-03,286.71166666666664,25.088715056542945
2020-07-04,269.2941666666666,26.175643659984594
2020-07-05,283.78208333333333,30.039406289965573
2020-07-06,310.73375,33.48982412776601
2020-07-07,308.47291666666666,27.708889560724124
2020-07-08,316.2054166666667,44.86519721964864
2020-07-09,324.27791666666667,34.07974229071353
2020-07-10,330.7108333333333,24.96656876298988
2020-07-11,300.13208333333336,23.551242924676
2020-07-12,299.48125,24.077945945995076
2020-07-13,314.5416666666667,25.617554726103894
2020-07-14,303.3858333333333,25.081460139984337
2020-07-15,298.94,27.20808799188052
2020-07-16,285.34208333333333,27.09082228343674
2020-07-17,278.18,23.299248168500867
2020-07-18,298.18958333333336,32.472604839098345
2020-07-19,316.12708333333336,25.417704627178527
2020-07-20,329.20750000000004,24.40206873803229
2020-07-21,326.88625,27.279277819795116
2020-07-22,330.81,18.665754972560105
2020-07-23,323.24125,20.630865924733936
2020-07-24,321.4370833333333,18.49903745537488
2020-07-25,308.58583333333337,25.24899824386784
2020-07-26,305.25166666666667,28.03106439317801
2020-07-27,331.50666666666666,29.34348896991518
2020-07-28,343.65916666666664,17.37378633025272
2020-07-29,335.03291666666667,23.124911370766338
2020-07-30,334.7575,20.912072704124945
2020-07-31,319.58166666666665,22.48977442357279
2020-08-01,302.2025,27.763785177660925
2020-08-02,309.76416666666665,15.756439102424318
2020-08-03,325.06333333333333,18.374856560615335
2020-08-04,317.8745833333333,16.557518449639282
2020-08-05,312.68125000000003,27.141456869119256
2020-08-06,277.39875,28.2434713213976
2020-08-07,284.2395833333333,19.72926550103035
2020-08-08,286.85375,15.23834659880189
2020-08-09,305.5495833333333,32.40906414800148
2020-08-10,327.44166666666666,25.428267164997546
2020-08-11,340.27375,20.625784583232527
2020-08-12,336.7333333333333,17.418957854981574
2020-08-13,329.14,18.20346789703162
2020-08-14,314.88,22.443773223808403
2020-08-15,275.46999999999997,25.88367859078966
2020-08-16,277.15375,12.866399385693489
2020-08-17,289.81666666666666,22.54212822533702
2020-08-18,288.78875,18.45309407601505
2020-08-19,275.05875,17.205026897493575
2020-08-20,268.3520833333333,17.09544103457605
2020-08-21,280.29125,23.792049697416736
2020-08-22,299.82708333333335,19.102541938561277
2020-08-23,295.8358333333333,25.084565307508644
2020-08-24,312.72083333333336,25.192866988523782
2020-08-25,313.3775,21.10706954512179
2020-08-26,258.2025,22.8388287314846
2020-08-27,266.675,15.737344397821772
2020-08-28,272.30833333333334,17.433491672182544
2020-08-29,280.6175,14.311726797037588
2020-08-30,260.37041666666664,16.6575165117907
2020-08-31,276.84541666666667,17.720589836872406
